tool,timeout,benchmark,run_number,cut,tests,uncompilable,broken,failing,lines_total,lines_covered,lines_coverage_ratio,branches_total,branches_covered,branches_coverage_ratio,mutants_total,mutants_covered,mutants_coverage_ratio,mutants_killed,mutants_killed_ratio
evosuite-mo,30,SEATA-26,2,io.seata.core.rpc.netty.TmRpcClient,1,0,0,0,162,1,0.61728394,62,0,0.0,64,0,0.0,0,0.0
evosuite-mo,30,GUAVA-197,1,com.google.common.primitives.Booleans,80,0,0,0,75,75,100.0,52,52,100.0,92,92,100.0,92,100.0
evosuite-mo,30,GUAVA-115,3,com.google.common.util.concurrent.SimpleTimeLimiter,16,0,1,0,110,42,38.181816,26,3,11.538462,41,13,31.707317,13,31.707317
evosuite-mo,30,SEATA-6,2,io.seata.core.rpc.RpcContext,65,0,1,0,85,81,95.29412,32,30,93.75,1,0,0.0,0,0.0
evosuite-mo,30,SEATA-24,2,io.seata.core.protocol.transaction.BranchReportRequest,54,0,2,0,88,87,98.86364,22,22,100.0,1,0,0.0,0,0.0
evosuite-mo,30,GUAVA-197,3,com.google.common.primitives.Booleans,78,0,0,0,75,75,100.0,52,52,100.0,92,92,100.0,92,100.0
evosuite-mo,30,FASTJSON-17,2,com.alibaba.fastjson.serializer.ClobSeriliazer,6,0,0,0,24,5,20.833332,4,2,50.0,6,2,33.333336,2,33.333336
evosuite-mo,30,SEATA-6,1,io.seata.core.rpc.RpcContext,65,0,4,0,85,78,91.76471,32,29,90.625,30,29,96.666664,29,96.666664
evosuite-mo,30,SEATA-21,1,io.seata.core.rpc.netty.RmRpcClient,3,0,0,0,211,4,1.8957347,88,2,2.2727273,75,2,2.6666667,2,2.6666667
evosuite-mo,30,GUAVA-275,1,com.google.common.math.PairedStatsAccumulator,70,0,0,0,60,60,100.0,38,38,100.0,75,75,100.0,75,100.0
evosuite-mo,30,GUAVA-110,2,com.google.common.math.IntMath,243,0,0,0,180,0,0.0,164,0,0.0,126,0,0.0,0,0.0
evosuite-mo,30,SPOON-167,2,spoon.support.reflect.CtExtendedModifier,28,0,0,0,26,26,100.0,16,16,100.0,0,0,0.0,0,0.0
evosuite-mo,30,SPOON-167,3,spoon.support.reflect.CtExtendedModifier,26,0,0,0,26,26,100.0,16,16,100.0,18,18,100.0,18,100.0
evosuite-mo,30,GUAVA-6,3,com.google.common.base.Throwables,65,0,0,0,92,77,83.69565,38,32,84.210526,41,37,90.2439,37,90.2439
evosuite-mo,30,FASTJSON-105,3,com.alibaba.fastjson.JSONReader,126,0,3,0,157,145,92.35669,63,49,77.77778,75,69,92.0,69,92.0
evosuite-mo,30,FASTJSON-72,1,com.alibaba.fastjson.serializer.AwtCodec,31,0,0,0,192,38,19.791668,106,16,15.094339,113,23,20.353981,23,20.353981
evosuite-mo,30,SPOON-13,2,spoon.support.reflect.code.CtForImpl,2,1,0,0,58,0,0.0,26,0,0.0,40,0,0.0,0,0.0
evosuite-mo,30,GUAVA-71,2,com.google.common.collect.SparseImmutableTable,1,0,0,0,63,22,34.920635,14,5,35.714287,16,7,43.75,7,43.75
evosuite-mo,30,SPOON-9,2,spoon.support.reflect.cu.position.SourcePositionImpl,87,0,9,0,78,77,98.71795,56,54,96.42857,93,92,98.92473,92,98.92473
evosuite-mo,30,FASTJSON-104,3,com.alibaba.fastjson.support.spring.FastJsonHttpMessageConverter,52,0,1,0,82,67,81.70731,20,14,70.0,8,0,0.0,0,0.0
evosuite-mo,30,FASTJSON-9,1,com.alibaba.fastjson.parser.deserializer.JavaObjectDeserializer,5,0,0,0,19,6,31.578945,18,2,11.111112,15,9,60.000004,9,60.000004
evosuite-mo,30,FASTJSON-31,3,com.alibaba.fastjson.serializer.ASMSerializerFactory,52,0,0,0,1364,170,12.463343,398,27,6.78392,404,40,9.9009905,40,9.9009905
evosuite-mo,30,FASTJSON-31,2,com.alibaba.fastjson.serializer.ASMSerializerFactory,52,0,0,0,1364,121,8.870968,398,16,4.0201006,404,26,6.4356437,26,6.4356437
evosuite-mo,30,FASTJSON-19,1,com.alibaba.fastjson.parser.deserializer.DefaultFieldDeserializer,36,0,0,0,68,43,63.235294,44,29,65.909096,7,0,0.0,0,0.0
evosuite-mo,30,SEATA-16,3,io.seata.core.store.StoreMode,7,0,0,0,7,7,100.0,4,4,100.0,5,5,100.0,4,80.0
evosuite-mo,30,GUAVA-115,1,com.google.common.util.concurrent.SimpleTimeLimiter,22,0,0,0,110,41,37.272728,26,3,11.538462,41,11,26.82927,11,26.82927
evosuite-mo,30,SPOON-11,1,spoon.reflect.factory.TypeFactory,64,1,0,0,217,0,0.0,70,0,0.0,121,0,0.0,0,0.0
evosuite-mo,30,GUAVA-174,2,com.google.common.collect.TopKSelector,39,0,0,0,79,75,94.936714,36,32,88.88889,68,65,95.588234,65,95.588234
evosuite-mo,30,SEATA-19,2,io.seata.core.protocol.RegisterRMRequest,48,0,0,0,62,62,100.0,26,26,100.0,0,0,0.0,0,0.0
evosuite-mo,30,FASTJSON-19,2,com.alibaba.fastjson.parser.deserializer.DefaultFieldDeserializer,48,0,1,0,68,44,64.70589,44,30,68.181816,7,0,0.0,0,0.0
evosuite-mo,30,FASTJSON-32,3,com.alibaba.fastjson.support.hsf.HSFJSONUtils,14,0,0,0,70,25,35.714287,28,11,39.285713,30,11,36.666668,11,36.666668
evosuite-mo,30,SPOON-107,3,spoon.reflect.visitor.filter.CompositeFilter,22,0,3,0,26,22,84.61539,20,18,90.0,3,0,0.0,0,0.0
evosuite-mo,30,GUAVA-275,2,com.google.common.math.PairedStatsAccumulator,68,0,0,0,60,60,100.0,38,38,100.0,75,75,100.0,75,100.0
evosuite-mo,30,GUAVA-115,2,com.google.common.util.concurrent.SimpleTimeLimiter,15,0,1,0,110,49,44.545452,26,6,23.076923,41,22,53.65854,22,53.65854
evosuite-mo,30,FASTJSON-32,1,com.alibaba.fastjson.support.hsf.HSFJSONUtils,13,0,0,0,70,25,35.714287,28,10,35.714287,30,11,36.666668,11,36.666668
evosuite-mo,30,FASTJSON-15,3,com.alibaba.fastjson.util.IOUtils,147,0,0,0,391,296,75.70332,270,176,65.18518,164,110,67.07317,110,67.07317
evosuite-mo,30,FASTJSON-9,2,com.alibaba.fastjson.parser.deserializer.JavaObjectDeserializer,5,0,0,0,19,6,31.578945,18,2,11.111112,15,9,60.000004,9,60.000004
evosuite-mo,30,SEATA-4,3,io.seata.core.protocol.MessageFuture,16,0,0,0,22,21,95.454544,10,8,80.0,13,13,100.0,13,100.0
evosuite-mo,30,SEATA-8,3,io.seata.core.protocol.MergedWarpMessage,19,0,2,0,46,26,56.521736,14,8,57.14286,8,0,0.0,0,0.0
evosuite-mo,30,FASTJSON-39,3,com.alibaba.fastjson.serializer.StringCodec,29,0,0,0,45,21,46.666668,20,9,45.0,29,14,48.27586,14,48.27586
evosuite-mo,30,FASTJSON-79,3,com.alibaba.fastjson.parser.ParserConfig,196,0,38,0,518,413,79.72973,410,280,68.29269,21,0,0.0,0,0.0
evosuite-mo,30,SEATA-32,3,io.seata.core.protocol.transaction.GlobalBeginResponse,34,0,0,0,36,36,100.0,12,12,100.0,0,0,0.0,0,0.0
evosuite-mo,30,GUAVA-153,2,com.google.common.collect.ReverseOrdering,4,1,0,0,21,0,0.0,4,0,0.0,18,0,0.0,0,0.0
evosuite-mo,30,SPOON-159,2,spoon.reflect.visitor.ModelConsistencyChecker,20,0,2,0,26,26,100.0,22,21,95.454544,0,0,0.0,0,0.0
evosuite-mo,30,FASTJSON-32,2,com.alibaba.fastjson.support.hsf.HSFJSONUtils,15,0,0,0,70,25,35.714287,28,11,39.285713,30,11,36.666668,11,36.666668
evosuite-mo,30,GUAVA-153,1,com.google.common.collect.ReverseOrdering,11,1,0,0,21,0,0.0,4,0,0.0,18,0,0.0,0,0.0
evosuite-mo,30,FASTJSON-85,1,com.alibaba.fastjson.serializer.CharArrayCodec,6,0,0,0,35,3,8.571429,20,0,0.0,20,1,5.0,1,5.0
evosuite-mo,30,SPOON-159,3,spoon.reflect.visitor.ModelConsistencyChecker,22,0,1,0,26,26,100.0,22,21,95.454544,0,0,0.0,0,0.0
evosuite-mo,30,SEATA-14,1,io.seata.core.protocol.transaction.BranchRegisterRequest,46,0,1,0,95,95,100.0,32,32,100.0,42,42,100.0,42,100.0
evosuite-mo,30,GUAVA-85,1,com.google.common.base.CaseFormat,41,0,3,0,30,30,100.0,12,12,100.0,15,15,100.0,15,100.0
evosuite-mo,30,FASTJSON-79,2,com.alibaba.fastjson.parser.ParserConfig,191,0,43,0,518,416,80.308876,410,285,69.51219,20,0,0.0,0,0.0
evosuite-mo,30,FASTJSON-59,1,com.alibaba.fastjson.asm.Type,103,0,0,0,93,0,0.0,62,0,0.0,78,0,0.0,0,0.0
evosuite-mo,30,SEATA-32,1,io.seata.core.protocol.transaction.GlobalBeginResponse,32,0,0,0,36,36,100.0,12,12,100.0,0,0,0.0,0,0.0
evosuite-mo,30,GUAVA-21,1,com.google.common.base.internal.Finalizer,0,0,0,0,65,0,0.0,20,0,0.0,0,0,0.0,0,0.0
evosuite-mo,30,GUAVA-249,3,com.google.common.io.FileBackedOutputStream,35,0,0,0,50,49,98.0,16,15,93.75,30,29,96.666664,29,96.666664
evosuite-mo,30,SEATA-21,2,io.seata.core.rpc.netty.RmRpcClient,2,0,0,0,211,4,1.8957347,88,2,2.2727273,75,2,2.6666667,2,2.6666667
evosuite-mo,30,SEATA-26,1,io.seata.core.rpc.netty.TmRpcClient,1,0,0,0,162,1,0.61728394,62,0,0.0,64,0,0.0,0,0.0
evosuite-mo,30,SEATA-12,1,io.seata.core.rpc.netty.ShutdownHook,12,0,5,0,25,22,88.0,8,5,62.5,7,6,85.71429,6,85.71429
evosuite-mo,30,SEATA-9,2,io.seata.core.rpc.netty.RpcServerHandler,13,0,0,0,27,27,100.0,8,7,87.5,6,6,100.0,6,100.0
evosuite-mo,30,FASTJSON-49,2,com.alibaba.fastjson.serializer.ArraySerializer,7,0,0,0,28,6,21.428572,14,1,7.1428576,14,1,7.1428576,1,7.1428576
evosuite-mo,30,SPOON-19,3,spoon.reflect.visitor.filter.LineFilter,3,0,0,0,22,10,45.454548,16,5,31.25,16,6,37.5,6,37.5
evosuite-mo,30,GUAVA-174,3,com.google.common.collect.TopKSelector,37,0,1,0,79,66,83.544304,36,26,72.22222,68,61,89.70589,61,89.70589
evosuite-mo,30,SPOON-19,2,spoon.reflect.visitor.filter.LineFilter,3,0,0,0,22,10,45.454548,16,5,31.25,16,6,37.5,6,37.5
evosuite-mo,30,FASTJSON-64,1,com.alibaba.fastjson.serializer.JSONSerializer,138,0,7,0,185,157,84.86487,108,77,71.296295,16,0,0.0,0,0.0
evosuite-mo,30,FASTJSON-72,3,com.alibaba.fastjson.serializer.AwtCodec,32,0,0,0,192,38,19.791668,106,16,15.094339,113,23,20.353981,23,20.353981
evosuite-mo,30,FASTJSON-39,2,com.alibaba.fastjson.serializer.StringCodec,23,0,0,0,45,21,46.666668,20,9,45.0,29,14,48.27586,14,48.27586
evosuite-mo,30,SEATA-14,2,io.seata.core.protocol.transaction.BranchRegisterRequest,50,0,1,0,95,95,100.0,32,32,100.0,42,42,100.0,42,100.0
evosuite-mo,30,GUAVA-45,1,com.google.common.primitives.Shorts,121,0,0,0,103,103,100.0,68,68,100.0,133,133,100.0,133,100.0
evosuite-mo,30,SPOON-165,1,spoon.reflect.visitor.AstParentConsistencyChecker,8,0,0,0,15,15,100.0,8,7,87.5,6,6,100.0,6,100.0
evosuite-mo,30,FASTJSON-19,3,com.alibaba.fastjson.parser.deserializer.DefaultFieldDeserializer,31,0,1,0,68,39,57.352943,44,24,54.545456,29,21,72.41379,21,72.41379
evosuite-mo,30,FASTJSON-64,3,com.alibaba.fastjson.serializer.JSONSerializer,122,1,0,0,185,0,0.0,108,0,0.0,128,0,0.0,0,0.0
evosuite-mo,30,FASTJSON-25,1,com.alibaba.fastjson.parser.deserializer.ResolveFieldDeserializer,26,0,0,0,43,37,86.04651,12,8,66.66667,4,0,0.0,0,0.0
evosuite-mo,30,FASTJSON-4,2,com.alibaba.fastjson.serializer.BooleanCodec,10,0,0,0,36,9,25.0,16,1,6.25,18,2,11.111112,2,11.111112
evosuite-mo,30,FASTJSON-104,2,com.alibaba.fastjson.support.spring.FastJsonHttpMessageConverter,65,0,3,0,82,70,85.36585,20,14,70.0,6,0,0.0,0,0.0
evosuite-mo,30,SPOON-101,1,spoon.reflect.visitor.PrintingContext,41,0,0,0,34,34,100.0,24,24,100.0,34,34,100.0,34,100.0
evosuite-mo,30,GUAVA-45,3,com.google.common.primitives.Shorts,130,0,0,0,103,103,100.0,68,68,100.0,133,133,100.0,133,100.0
evosuite-mo,30,SEATA-16,1,io.seata.core.store.StoreMode,5,0,0,0,7,0,0.0,4,0,0.0,5,0,0.0,0,0.0
evosuite-mo,30,FASTJSON-15,2,com.alibaba.fastjson.util.IOUtils,138,0,0,0,391,280,71.61125,270,161,59.62963,164,101,61.585365,101,61.585365
evosuite-mo,30,SEATA-12,3,io.seata.core.rpc.netty.ShutdownHook,9,0,1,0,25,24,96.0,8,7,87.5,7,7,100.0,7,100.0
evosuite-mo,30,GUAVA-110,1,com.google.common.math.IntMath,248,0,0,0,180,0,0.0,164,0,0.0,126,0,0.0,0,0.0
evosuite-mo,30,GUAVA-78,2,com.google.common.collect.Queues,13,0,0,0,75,28,37.333332,26,9,34.615387,34,0,0.0,0,0.0
evosuite-mo,30,FASTJSON-50,3,com.alibaba.fastjson.parser.DefaultJSONParser,125,0,0,0,947,241,25.448784,570,98,17.192982,140,0,0.0,0,0.0
evosuite-mo,30,FASTJSON-15,1,com.alibaba.fastjson.util.IOUtils,159,0,0,0,391,308,78.77238,270,184,68.14815,164,115,70.12195,115,70.12195
evosuite-mo,30,SEATA-15,1,io.seata.core.rpc.netty.RpcServer,1,0,0,0,102,1,0.9803922,44,0,0.0,42,0,0.0,0,0.0
evosuite-mo,30,SPOON-9,1,spoon.support.reflect.cu.position.SourcePositionImpl,103,0,7,0,78,77,98.71795,56,55,98.21429,93,92,98.92473,92,98.92473
evosuite-mo,30,FASTJSON-64,2,com.alibaba.fastjson.serializer.JSONSerializer,133,0,33,0,185,144,77.83784,108,72,66.66667,22,0,0.0,0,0.0
evosuite-mo,30,SEATA-25,2,io.seata.core.rpc.netty.NettyPoolableFactory,31,0,3,0,60,39,65.0,36,20,55.555557,30,19,63.333332,19,63.333332
evosuite-mo,30,SPOON-165,3,spoon.reflect.visitor.AstParentConsistencyChecker,12,0,0,0,15,15,100.0,8,7,87.5,6,6,100.0,6,100.0
evosuite-mo,30,GUAVA-45,2,com.google.common.primitives.Shorts,119,0,0,0,103,103,100.0,68,68,100.0,133,133,100.0,133,100.0
evosuite-mo,30,SPOON-169,1,spoon.support.reflect.code.CtStatementListImpl,10,0,0,0,80,29,36.25,36,7,19.444445,30,0,0.0,0,0.0
evosuite-mo,30,SPOON-157,1,spoon.support.DefaultCoreFactory,154,0,0,0,429,179,41.72494,160,80,50.0,161,0,0.0,0,0.0
evosuite-mo,30,GUAVA-21,2,com.google.common.base.internal.Finalizer,0,0,0,0,65,0,0.0,20,0,0.0,0,0,0.0,0,0.0
evosuite-mo,30,FASTJSON-4,1,com.alibaba.fastjson.serializer.BooleanCodec,11,0,0,0,36,9,25.0,16,1,6.25,18,2,11.111112,2,11.111112
evosuite-mo,30,SEATA-14,3,io.seata.core.protocol.transaction.BranchRegisterRequest,50,0,3,0,95,95,100.0,32,32,100.0,42,42,100.0,42,100.0
evosuite-mo,30,SPOON-13,3,spoon.support.reflect.code.CtForImpl,7,0,2,0,58,42,72.41379,26,12,46.153847,11,0,0.0,0,0.0
evosuite-mo,30,FASTJSON-72,2,com.alibaba.fastjson.serializer.AwtCodec,36,0,0,0,192,38,19.791668,106,16,15.094339,113,23,20.353981,23,20.353981
evosuite-mo,30,GUAVA-78,3,com.google.common.collect.Queues,36,0,0,0,75,47,62.666668,26,18,69.230774,56,40,71.42857,40,71.42857
evosuite-mo,30,SEATA-29,3,io.seata.core.rpc.DefaultServerMessageListenerImpl,12,0,1,0,68,24,35.294117,24,5,20.833332,22,3,13.636364,3,13.636364
evosuite-mo,30,SPOON-155,1,spoon.support.compiler.jdt.JDTSnippetCompiler,29,0,2,0,25,25,100.0,8,7,87.5,0,0,0.0,0,0.0
evosuite-mo,30,SEATA-21,3,io.seata.core.rpc.netty.RmRpcClient,3,0,0,0,211,4,1.8957347,88,2,2.2727273,75,2,2.6666667,2,2.6666667
evosuite-mo,30,FASTJSON-31,1,com.alibaba.fastjson.serializer.ASMSerializerFactory,48,0,0,0,1364,153,11.217009,398,23,5.7788944,404,33,8.168317,33,8.168317
evosuite-mo,30,FASTJSON-26,2,com.alibaba.fastjson.parser.deserializer.MapDeserializer,15,0,0,0,198,17,8.585858,126,13,10.31746,138,16,11.594203,16,11.594203
evosuite-mo,30,GUAVA-114,1,com.google.common.util.concurrent.AtomicDoubleArray,42,0,1,0,59,50,84.745766,14,9,64.28571,34,28,82.35294,28,82.35294
evosuite-mo,30,SPOON-103,1,spoon.support.reflect.code.CtAssignmentImpl,4,1,0,0,45,0,0.0,18,0,0.0,29,0,0.0,0,0.0
evosuite-mo,30,SEATA-4,2,io.seata.core.protocol.MessageFuture,18,0,0,0,22,21,95.454544,10,9,90.0,13,13,100.0,13,100.0
evosuite-mo,30,GUAVA-6,2,com.google.common.base.Throwables,61,0,0,0,92,78,84.78261,38,32,84.210526,41,38,92.68293,38,92.68293
evosuite-mo,30,GUAVA-110,3,com.google.common.math.IntMath,233,0,0,0,180,0,0.0,164,0,0.0,126,0,0.0,0,0.0
evosuite-mo,30,SPOON-163,3,spoon.pattern.internal.node.MapEntryNode,38,0,0,0,38,31,81.57895,20,13,65.0,6,0,0.0,0,0.0
evosuite-mo,30,SPOON-151,2,spoon.support.compiler.jdt.JDTBatchCompiler,32,0,1,0,76,24,31.578945,40,12,30.000002,39,14,35.897438,14,35.897438
evosuite-mo,30,FASTJSON-9,3,com.alibaba.fastjson.parser.deserializer.JavaObjectDeserializer,4,0,0,0,19,6,31.578945,18,2,11.111112,15,9,60.000004,9,60.000004
evosuite-mo,30,GUAVA-85,3,com.google.common.base.CaseFormat,38,0,20,0,30,30,100.0,12,12,100.0,15,15,100.0,15,100.0
evosuite-mo,30,SEATA-15,3,io.seata.core.rpc.netty.RpcServer,1,0,0,0,102,1,0.9803922,44,0,0.0,42,0,0.0,0,0.0
evosuite-mo,30,GUAVA-6,1,com.google.common.base.Throwables,63,0,0,0,92,77,83.69565,38,32,84.210526,41,37,90.2439,37,90.2439
evosuite-mo,30,SPOON-103,3,spoon.support.reflect.code.CtAssignmentImpl,1,1,0,0,45,0,0.0,18,0,0.0,29,0,0.0,0,0.0
evosuite-mo,120,FASTJSON-49,3,com.alibaba.fastjson.serializer.ArraySerializer,3,0,0,0,28,8,28.57143,14,1,7.1428576,12,0,0.0,0,0.0
evosuite-mo,120,FASTJSON-39,1,com.alibaba.fastjson.serializer.StringCodec,20,0,0,0,45,39,86.666664,20,18,90.0,29,24,82.75862,24,82.75862
evosuite-mo,120,FASTJSON-17,1,com.alibaba.fastjson.serializer.ClobSeriliazer,5,0,0,0,24,22,91.66667,4,4,100.0,6,6,100.0,6,100.0
evosuite-mo,120,SEATA-25,1,io.seata.core.rpc.netty.NettyPoolableFactory,20,0,4,0,60,39,65.0,36,21,58.333332,8,0,0.0,0,0.0
evosuite-mo,120,FASTJSON-25,3,com.alibaba.fastjson.parser.deserializer.ResolveFieldDeserializer,11,0,0,0,43,37,86.04651,12,7,58.333332,8,4,50.0,4,50.0
evosuite-mo,120,GUAVA-85,2,com.google.common.base.CaseFormat,43,0,0,0,30,30,100.0,12,12,100.0,15,15,100.0,15,100.0
evosuite-mo,120,GUAVA-71,3,com.google.common.collect.SparseImmutableTable,1,0,0,0,63,22,34.920635,14,5,35.714287,16,7,43.75,7,43.75
evosuite-mo,120,FASTJSON-59,3,com.alibaba.fastjson.asm.Type,64,0,0,0,93,93,100.0,62,62,100.0,78,78,100.0,67,85.89743
evosuite-mo,120,FASTJSON-25,2,com.alibaba.fastjson.parser.deserializer.ResolveFieldDeserializer,20,0,0,0,43,37,86.04651,12,7,58.333332,4,0,0.0,0,0.0
evosuite-mo,120,SPOON-163,1,spoon.pattern.internal.node.MapEntryNode,31,0,3,0,38,34,89.47369,20,16,80.0,3,0,0.0,0,0.0
evosuite-mo,120,SPOON-11,3,spoon.reflect.factory.TypeFactory,12,0,0,0,217,113,52.073734,70,25,35.714287,61,0,0.0,0,0.0
evosuite-mo,120,FASTJSON-17,3,com.alibaba.fastjson.serializer.ClobSeriliazer,6,0,0,0,24,22,91.66667,4,4,100.0,6,6,100.0,6,100.0
evosuite-mo,120,SPOON-155,3,spoon.support.compiler.jdt.JDTSnippetCompiler,14,0,2,0,25,18,72.0,8,6,75.0,6,0,0.0,0,0.0
evosuite-mo,120,SEATA-26,3,io.seata.core.rpc.netty.TmRpcClient,1,0,0,0,162,1,0.61728394,62,0,0.0,64,0,0.0,0,0.0
evosuite-mo,120,SPOON-151,1,spoon.support.compiler.jdt.JDTBatchCompiler,15,0,2,0,76,28,36.842106,40,13,32.5,23,0,0.0,0,0.0
evosuite-mo,120,FASTJSON-105,2,com.alibaba.fastjson.JSONReader,82,0,0,0,157,151,96.178345,63,57,90.47619,75,70,93.333336,70,93.333336
evosuite-mo,120,SPOON-9,3,spoon.support.reflect.cu.position.SourcePositionImpl,55,0,2,0,78,76,97.4359,56,48,85.71429,4,0,0.0,0,0.0
evosuite-mo,120,FASTJSON-104,1,com.alibaba.fastjson.support.spring.FastJsonHttpMessageConverter,70,0,3,0,82,73,89.02439,20,14,70.0,5,0,0.0,0,0.0
evosuite-mo,120,FASTJSON-79,1,com.alibaba.fastjson.parser.ParserConfig,85,0,82,0,518,203,39.18919,410,83,20.243902,110,0,0.0,0,0.0
evosuite-mo,120,FASTJSON-49,1,com.alibaba.fastjson.serializer.ArraySerializer,3,0,0,0,28,8,28.57143,14,1,7.1428576,12,0,0.0,0,0.0
evosuite-mo,120,SPOON-169,2,spoon.support.reflect.code.CtStatementListImpl,15,0,0,0,80,41,51.25,36,14,38.88889,20,0,0.0,0,0.0
evosuite-mo,120,GUAVA-174,1,com.google.common.collect.TopKSelector,21,0,0,0,79,35,44.3038,36,16,44.444447,68,29,42.647057,29,42.647057
evosuite-mo,120,SEATA-9,3,io.seata.core.rpc.netty.RpcServerHandler,0,0,0,0,27,0,0.0,8,0,0.0,0,0,0.0,0,0.0
evosuite-mo,120,GUAVA-197,2,com.google.common.primitives.Booleans,60,0,0,0,75,75,100.0,52,52,100.0,92,92,100.0,92,100.0
evosuite-mo,120,FASTJSON-50,2,com.alibaba.fastjson.parser.DefaultJSONParser,110,0,0,0,947,252,26.610348,570,107,18.77193,139,0,0.0,0,0.0
evosuite-mo,120,SPOON-155,2,spoon.support.compiler.jdt.JDTSnippetCompiler,15,0,2,0,25,18,72.0,8,6,75.0,6,0,0.0,0,0.0
evosuite-mo,120,SPOON-103,2,spoon.support.reflect.code.CtAssignmentImpl,1,0,0,0,45,0,0.0,18,0,0.0,29,0,0.0,0,0.0
evosuite-mo,120,SEATA-9,1,io.seata.core.rpc.netty.RpcServerHandler,12,0,0,0,27,27,100.0,8,7,87.5,6,6,100.0,6,100.0
evosuite-mo,120,SEATA-32,2,io.seata.core.protocol.transaction.GlobalBeginResponse,19,0,0,0,36,36,100.0,12,12,100.0,17,17,100.0,17,100.0
evosuite-mo,120,FASTJSON-4,3,com.alibaba.fastjson.serializer.BooleanCodec,14,0,0,0,36,36,100.0,16,16,100.0,0,0,0.0,0,0.0
evosuite-mo,120,SPOON-11,2,spoon.reflect.factory.TypeFactory,23,0,0,0,217,106,48.847927,70,23,32.857143,63,0,0.0,0,0.0
evosuite-mo,120,GUAVA-249,1,com.google.common.io.FileBackedOutputStream,0,0,0,0,50,0,0.0,16,0,0.0,0,0,0.0,0,0.0
evosuite-mo,120,FASTJSON-59,2,com.alibaba.fastjson.asm.Type,63,0,0,0,93,87,93.548386,62,56,90.32258,78,71,91.025635,64,82.051285
evosuite-mo,120,GUAVA-114,3,com.google.common.util.concurrent.AtomicDoubleArray,33,0,2,0,59,56,94.91525,14,11,78.57143,34,33,97.05882,33,97.05882
evosuite-mo,120,SPOON-151,3,spoon.support.compiler.jdt.JDTBatchCompiler,13,0,2,0,76,37,48.684208,40,18,45.0,39,18,46.153847,18,46.153847
evosuite-mo,120,GUAVA-275,3,com.google.common.math.PairedStatsAccumulator,47,0,0,0,60,60,100.0,38,38,100.0,75,75,100.0,75,100.0
evosuite-mo,120,FASTJSON-93,2,com.alibaba.fastjson.asm.ByteVector,29,0,0,0,73,72,98.630135,24,22,91.66667,73,73,100.0,47,64.38356
evosuite-mo,120,GUAVA-78,1,com.google.common.collect.Queues,35,0,0,0,75,54,72.0,26,19,73.07692,56,43,76.78571,43,76.78571
evosuite-mo,120,GUAVA-21,3,com.google.common.base.internal.Finalizer,2,0,0,0,65,11,16.923077,20,2,10.0,23,4,17.391304,2,8.695652
evosuite-mo,120,SEATA-16,2,io.seata.core.store.StoreMode,5,0,0,0,7,7,100.0,4,4,100.0,5,5,100.0,5,100.0
evosuite-mo,120,SEATA-25,3,io.seata.core.rpc.netty.NettyPoolableFactory,12,0,4,0,60,29,48.333332,36,13,36.11111,17,0,0.0,0,0.0
evosuite-mo,120,GUAVA-260,2,com.google.common.collect.TreeRangeMap,23,0,0,0,86,62,72.093025,36,21,58.333332,13,0,0.0,0,0.0
evosuite-mo,120,GUAVA-260,1,com.google.common.collect.TreeRangeMap,30,0,0,0,86,65,75.5814,36,21,58.333332,14,0,0.0,0,0.0
evosuite-mo,120,SPOON-169,3,spoon.support.reflect.code.CtStatementListImpl,12,0,0,0,80,17,21.25,36,5,13.888889,39,0,0.0,0,0.0
evosuite-mo,120,SPOON-19,1,spoon.reflect.visitor.filter.LineFilter,5,0,2,0,22,6,27.272728,16,2,12.5,13,0,0.0,0,0.0
evosuite-mo,120,SEATA-24,1,io.seata.core.protocol.transaction.BranchReportRequest,34,0,3,0,88,88,100.0,22,22,100.0,30,30,100.0,30,100.0
evosuite-mo,120,FASTJSON-105,1,com.alibaba.fastjson.JSONReader,77,0,0,0,157,146,92.99363,63,51,80.952385,7,0,0.0,0,0.0
evosuite-mo,120,SPOON-101,3,spoon.reflect.visitor.PrintingContext,18,0,2,0,34,20,58.823532,24,10,41.666664,34,22,64.70589,22,64.70589
evosuite-mo,120,SEATA-12,2,io.seata.core.rpc.netty.ShutdownHook,6,0,3,0,25,21,84.0,8,3,37.5,7,6,85.71429,6,85.71429
evosuite-mo,120,GUAVA-114,2,com.google.common.util.concurrent.AtomicDoubleArray,42,0,1,0,59,57,96.61017,14,12,85.71429,34,34,100.0,34,100.0
evosuite-mo,120,GUAVA-153,3,com.google.common.collect.ReverseOrdering,7,0,0,0,21,10,47.61905,4,1,25.0,11,0,0.0,0,0.0
evosuite-mo,120,SPOON-167,1,spoon.support.reflect.CtExtendedModifier,15,0,0,0,26,26,100.0,16,16,100.0,0,0,0.0,0,0.0
evosuite-mo,120,GUAVA-260,3,com.google.common.collect.TreeRangeMap,21,0,0,0,86,59,68.60465,36,16,44.444447,15,0,0.0,0,0.0
evosuite-mo,120,SEATA-15,2,io.seata.core.rpc.netty.RpcServer,1,0,1,0,102,1,0.9803922,44,0,0.0,42,0,0.0,0,0.0
evosuite-mo,120,SEATA-19,1,io.seata.core.protocol.RegisterRMRequest,23,0,0,0,62,59,95.161285,26,23,88.46153,2,0,0.0,0,0.0
evosuite-mo,120,SPOON-163,2,spoon.pattern.internal.node.MapEntryNode,17,0,2,0,38,30,78.94737,20,12,60.000004,6,0,0.0,0,0.0
